LoanID,StringID,Product,CustomerGender,Location,Region,TotalPrice
497,id_497,Product C,Female,Location 275,Region 6,15600.0
498,id_498,Product B,Male,Location 63,Region 6,16600.0
499,id_499,Product D,Female,Location 441,Region 3,20250.0
500,id_500,Product D,Male,Location 17,Region 3,20250.0
501,id_501,Product C,NotSpecified,Location 402,Region 6,15600.0
502,id_502,Product C,NotSpecified,Location 332,Region 6,15600.0
503,id_503,Product B,Female,Location 42,Region 4,16600.0
504,id_504,Product C,Male,Location 443,Region 3,15600.0
505,id_505,Product A,Male,Location 21,Region 7,22250.0
506,id_506,Product C,NotSpecified,Location 253,Region 6,15600.0
507,id_507,Product B,Male,Location 91,Region 6,16600.0
508,id_508,Product B,Male,Location 39,Region 6,16600.0
509,id_509,Product A,Male,Location 73,Region 4,22250.0
510,id_510,Product B,Male,Location 23,Region 4,16600.0
511,id_511,Product B,Female,Location 10,Region 2,16600.0
512,id_512,Product B,Male,Location 73,Region 4,16600.0
513,id_513,Product C,Female,Location 365,Region 5,15600.0
514,id_514,Product B,Female,Location 11,Region 3,16600.0
515,id_515,Product A,Female,Location 44,Region 1,22250.0
516,id_516,Product A,Male,Location 94,Region 6,22250.0
517,id_517,Product B,Male,Location 73,Region 4,16600.0
518,id_518,Product B,Male,Location 149,Region 1,16600.0
519,id_519,Product D,Male,Location 153,Region 6,20250.0
520,id_520,Product B,Male,Location 454,Region 2,16600.0
521,id_521,Product C,Male,Location 282,Region 3,
522,id_522,Product B,Male,Location 25,Region 3,16600.0
523,id_523,Product C,NotSpecified,Location 323,Region 7,15600.0
524,id_524,Product A,Male,Location 26,Region 3,22250.0
525,id_525,Product B,Male,Location 208,Region 6,16600.0
526,id_526,Product B,Male,Location 73,Region 4,16600.0
527,id_527,Product C,NotSpecified,Location 106,Region 6,15600.0
528,id_528,Product C,NotSpecified,Location 458,Region 8,15600.0
529,id_529,Product B,Female,Location 75,Region 3,16600.0
530,id_530,Product C,Female,Location 188,Region 6,15600.0
531,id_531,Product A,Male,Location 39,Region 6,22250.0
532,id_532,Product B,Male,Location 57,Region 6,16600.0
533,id_533,Product D,Male,Location 214,Region 15,20250.0
534,id_534,Product C,NotSpecified,Location 197,Region 5,15600.0
535,id_535,Product E,Male,Location 84,Region 3,54625.0
536,id_536,Product B,Male,Location 38,Region 3,16600.0
537,id_537,Product A,Female,Location 28,Region 7,22250.0
538,id_538,Product C,Male,Location 342,Region 9,15600.0
539,id_539,Product D,Female,Location 460,Region 8,20250.0
540,id_540,Product D,Male,Location 113,Region 3,20250.0
541,id_541,Product C,NotSpecified,Location 377,Region 6,15600.0
542,id_542,Product B,Female,Location 4,Region 4,16600.0
543,id_543,Product B,Male,Location 39,Region 6,16600.0
544,id_544,Product B,Male,Location 26,Region 3,16600.0
545,id_545,Product A,Male,Location 67,Region 1,22250.0
546,id_546,Product C,Male,Location 463,Region 1,15600.0
547,id_547,Product A,Male,Location 47,Region 7,22250.0
548,id_548,Product D,Male,Location 318,Region 2,20250.0
549,id_549,Product C,Male,Location 464,Region 6,15600.0
550,id_550,Product B,Male,Location 30,Region 2,16600.0
551,id_551,Product A,Female,Location 78,Region 4,22250.0
552,id_552,Product A,Male,Location 192,Region 6,22250.0
553,id_553,Product D,Female,Location 75,Region 3,20250.0
554,id_554,Product B,Male,Location 70,Region 7,16600.0
555,id_555,Product D,Male,Location 161,Region 3,20250.0
556,id_556,Product A,Male,Location 26,Region 3,22250.0
557,id_557,Product D,Male,Location 244,Region 17,20250.0
558,id_558,Product D,Male,Location 374,Region 2,20250.0
559,id_559,Product B,Male,Location 6,Region 1,16600.0
560,id_560,Product C,Male,Location 258,Region 1,15600.0
561,id_561,Product B,Male,Location 91,Region 6,16600.0
562,id_562,Product C,Male,Location 468,Region 6,15600.0
563,id_563,Product B,Male,Location 60,Region 3,16600.0
564,id_564,Product B,Female,Location 113,Region 3,16600.0
565,id_565,Product D,Male,Location 350,Region 6,20250.0
566,id_566,Product B,Male,Location 13,Region 6,16600.0
567,id_567,Product A,Male,Location 58,Region 6,22250.0
568,id_568,Product A,Male,Location 186,Region 14,22250.0
569,id_569,Product E,Female,Location 3,Region 3,54625.0
570,id_570,Product B,Female,Location 17,Region 3,16600.0
571,id_571,Product D,Female,Location 403,Region 1,
572,id_572,Product A,Male,Location 67,Region 1,22250.0
573,id_573,Product D,Male,Location 418,Region 2,20250.0
574,id_574,Product C,NotSpecified,Location 473,Region 6,15600.0
575,id_575,Product C,Female,Location 474,Region 2,15600.0
576,id_576,Product B,Male,Location 44,Region 1,16600.0
577,id_577,Product D,Female,Location 377,Region 6,20250.0
578,id_578,Product B,Female,Location 91,Region 6,16600.0
579,id_579,Product C,Female,Location 350,Region 6,15600.0
580,id_580,Product D,Male,Location 477,Region 6,20250.0
581,id_581,Product C,NotSpecified,Location 482,Region 6,15600.0
582,id_582,Product B,Female,Location 108,Region 6,16600.0
583,id_583,Product A,Male,Location 3,Region 3,22250.0
584,id_584,Product C,Male,Location 233,Region 1,15600.0
585,id_585,Product A,Female,Location 30,Region 2,22250.0
586,id_586,Product A,Male,Location 111,Region 6,22250.0
587,id_587,Product A,Female,Location 11,Region 3,19250.0
588,id_588,Product C,Male,Location 353,Region 6,15600.0
589,id_589,Product C,NotSpecified,Location 421,Region 6,15600.0
590,id_590,Product B,Female,Location 95,Region 6,16600.0
591,id_591,Product A,Female,Location 89,Region 6,19250.0
592,id_592,Product B,Female,Location 46,Region 2,16600.0
593,id_593,Product B,Female,Location 19,Region 2,16600.0
594,id_594,Product D,Male,Location 489,Region 6,20250.0
595,id_595,Product A,Male,Location 86,Region 6,22250.0
596,id_596,Product B,Female,Location 41,Region 1,16600.0
597,id_597,Product A,Female,Location 46,Region 2,19250.0
598,id_598,Product C,NotSpecified,Location 353,Region 6,15600.0
599,id_599,Product B,Male,Location 62,Region 3,16600.0
600,id_600,Product A,Male,Location 21,Region 7,22250.0
601,id_601,Product D,Male,Location 34,Region 1,20250.0
602,id_602,Product D,Male,Location 27,Region 2,20250.0
603,id_603,Product B,Male,Location 8,Region 2,16600.0
604,id_604,Product A,Male,Location 60,Region 3,19250.0
605,id_605,Product D,Male,Location 495,Region 12,20250.0
606,id_606,Product A,Male,Location 8,Region 2,20750.0
607,id_607,Product C,Female,Location 99,Region 3,15600.0
608,id_608,Product C,Male,Location 159,Region 3,15600.0
609,id_609,Product B,Female,Location 87,Region 6,16600.0
610,id_610,Product B,Male,Location 38,Region 3,16600.0
611,id_611,Product D,Female,Location 227,Region 1,20250.0
612,id_612,Product A,Male,Location 44,Region 1,22250.0
613,id_613,Product D,Female,Location 460,Region 8,20250.0
614,id_614,Product A,Female,Location 300,Region 14,19250.0
615,id_615,Product C,NotSpecified,Location 503,Region 6,15600.0
616,id_616,Product B,Male,Location 26,Region 3,16600.0
617,id_617,Product A,Male,Location 25,Region 3,22250.0
618,id_618,Product B,Male,Location 8,Region 2,16600.0
619,id_619,Product A,Female,Location 46,Region 2,19250.0
620,id_620,Product C,Female,Location 505,Region 7,15600.0
621,id_621,Product A,Male,Location 53,Region 6,
622,id_622,Product C,NotSpecified,Location 34,Region 1,15600.0
623,id_623,Product B,Male,Location 22,Region 6,16600.0
624,id_624,Product C,NotSpecified,Location 64,Region 6,15600.0
625,id_625,Product B,Female,Location 506,Region 18,16600.0
626,id_626,Product A,Male,Location 26,Region 3,22250.0
627,id_627,Product A,Male,Location 46,Region 2,22250.0
628,id_628,Product B,Male,Location 61,Region 2,16600.0
629,id_629,Product C,NotSpecified,Location 350,Region 6,15600.0
630,id_630,Product D,Male,Location 282,Region 3,20250.0
631,id_631,Product B,Male,Location 135,Region 1,16600.0
632,id_632,Product B,Male,Location 30,Region 2,16600.0
633,id_633,Product B,Female,Location 94,Region 6,16600.0
634,id_634,Product A,Female,Location 91,Region 6,22250.0
635,id_635,Product B,Male,Location 25,Region 3,16600.0
636,id_636,Product A,Male,Location 30,Region 2,19250.0
637,id_637,Product B,Female,Location 94,Region 6,16600.0
638,id_638,Product B,Male,Location 88,Region 7,16600.0
639,id_639,Product C,NotSpecified,Location 218,Region 2,15600.0
640,id_640,Product C,NotSpecified,Location 59,Region 6,15600.0
641,id_641,Product B,Male,Location 61,Region 2,16600.0
642,id_642,Product B,Female,Location 73,Region 4,16600.0
643,id_643,Product D,Male,Location 352,Region 1,20250.0
644,id_644,Product D,Male,Location 510,Region 6,20250.0
645,id_645,Product D,Male,Location 210,Region 4,20250.0
646,id_646,Product B,Female,Location 188,Region 6,16600.0
647,id_647,Product D,Male,Location 511,Region 1,20250.0
648,id_648,Product B,Male,Location 512,Region 15,16600.0
649,id_649,Product D,Male,Location 323,Region 7,20250.0
650,id_650,Product B,Female,Location 8,Region 2,16600.0
651,id_651,Product B,Male,Location 3,Region 3,16600.0
652,id_652,Product C,Male,Location 515,Region 2,15600.0
653,id_653,Product B,Female,Location 48,Region 6,16600.0
654,id_654,Product D,Male,Location 27,Region 2,20250.0
655,id_655,Product B,Male,Location 10,Region 2,16600.0
656,id_656,Product B,Female,Location 113,Region 3,16600.0
657,id_657,Product A,Male,Location 67,Region 1,22250.0
658,id_658,Product D,Male,Location 34,Region 1,20250.0
659,id_659,Product B,Male,Location 73,Region 4,16600.0
660,id_660,Product B,Male,Location 46,Region 2,16600.0
661,id_661,Product B,Male,Location 44,Region 1,16600.0
662,id_662,Product D,Male,Location 25,Region 3,20250.0
663,id_663,Product B,Male,Location 79,Region 1,16600.0
664,id_664,Product C,NotSpecified,Location 200,Region 6,15600.0
665,id_665,Product A,Female,Location 192,Region 6,22250.0
666,id_666,Product C,NotSpecified,Location 226,Region 16,15600.0
667,id_667,Product C,NotSpecified,Location 464,Region 6,15600.0
668,id_668,Product A,Male,Location 149,Region 1,22250.0
669,id_669,Product B,Male,Location 208,Region 6,16600.0
670,id_670,Product C,Male,Location 384,Region 3,15600.0
671,id_671,Product B,Male,Location 29,Region 1,16600.0
672,id_672,Product B,Male,Location 111,Region 6,16600.0
673,id_673,Product B,Female,Location 25,Region 3,16600.0
674,id_674,Product B,Male,Location 45,Region 3,16600.0
675,id_675,Product B,Male,Location 108,Region 6,16600.0
676,id_676,Product D,Male,Location 259,Region 5,20250.0
677,id_677,Product C,Male,Location 218,Region 2,15600.0
678,id_678,Product B,Male,Location 69,Region 6,16600.0
679,id_679,Product B,Male,Location 32,Region 6,16600.0
680,id_680,Product C,NotSpecified,Location 160,Region 8,15600.0
681,id_681,Product A,Male,Location 70,Region 7,
682,id_682,Product A,Male,Location 4,Region 4,19250.0
683,id_683,Product A,Male,Location 94,Region 6,22250.0
684,id_684,Product B,Male,Location 529,Region 12,16600.0
685,id_685,Product B,Male,Location 69,Region 6,16600.0
686,id_686,Product B,Male,Location 70,Region 7,16600.0
687,id_687,Product A,Female,Location 84,Region 3,22250.0
688,id_688,Product A,Male,Location 57,Region 6,22250.0
689,id_689,Product C,Female,Location 533,Region 6,15600.0
690,id_690,Product B,Male,Location 30,Region 2,16600.0
691,id_691,Product C,Female,Location 104,Region 7,15600.0
692,id_692,Product C,NotSpecified,Location 180,Region 4,15600.0
693,id_693,Product A,Male,Location 26,Region 3,22250.0
694,id_694,Product B,Male,Location 11,Region 3,16600.0
695,id_695,Product B,Female,Location 145,Region 4,16600.0
696,id_696,Product B,Female,Location 97,Region 5,16600.0
697,id_697,Product C,Male,Location 52,Region 6,15600.0
698,id_698,Product B,Female,Location 18,Region 7,16600.0
699,id_699,Product C,Female,Location 161,Region 3,15600.0
700,id_700,Product D,Male,Location 541,Region 3,20250.0
701,id_701,Product B,Female,Location 472,Region 2,16600.0
702,id_702,Product C,NotSpecified,Location 543,Region 1,15600.0
703,id_703,Product B,Male,Location 61,Region 2,16600.0
704,id_704,Product A,Male,Location 2,Region 2,22250.0
705,id_705,Product D,Male,Location 353,Region 6,20250.0
706,id_706,Product B,Female,Location 25,Region 3,16600.0
707,id_707,Product B,Male,Location 37,Region 4,16600.0
708,id_708,Product B,Female,Location 296,Region 6,16600.0
709,id_709,Product C,NotSpecified,Location 515,Region 2,15600.0
710,id_710,Product D,Male,Location 547,Region 2,20250.0
711,id_711,Product D,Male,Location 548,Region 10,20250.0
712,id_712,Product B,Male,Location 171,Region 5,16600.0
713,id_713,Product A,Male,Location 37,Region 4,22250.0
714,id_714,Product A,Female,Location 49,Region 6,22250.0
715,id_715,Product C,Male,Location 468,Region 6,15600.0
716,id_716,Product C,NotSpecified,Location 427,Region 5,15600.0
717,id_717,Product D,Male,Location 57,Region 6,20250.0
718,id_718,Product B,Female,Location 9,Region 6,16600.0
719,id_719,Product A,Male,Location 47,Region 7,22250.0
720,id_720,Product A,Male,Location 3,Region 3,22250.0
721,id_721,Product E,Male,Location 26,Region 3,54625.0
722,id_722,Product A,Male,Location 53,Region 6,22250.0
723,id_723,Product A,Female,Location 82,Region 7,20750.0
724,id_724,Product B,Female,Location 37,Region 4,16600.0
725,id_725,Product C,Female,Location 554,Region 6,15600.0
726,id_726,Product C,Male,Location 528,Region 5,15600.0
727,id_727,Product B,Male,Location 9,Region 6,16600.0
728,id_728,Product B,Male,Location 113,Region 3,16600.0
729,id_729,Product B,Male,Location 45,Region 3,16600.0
730,id_730,Product B,Male,Location 87,Region 6,16600.0
731,id_731,Product D,Male,Location 410,Region 2,
732,id_732,Product B,Male,Location 114,Region 6,16600.0
733,id_733,Product D,Male,Location 122,Region 5,20250.0
734,id_734,Product B,Male,Location 6,Region 1,16600.0
735,id_735,Product C,NotSpecified,Location 266,Region 6,15600.0
736,id_736,Product B,Male,Location 350,Region 6,16600.0
737,id_737,Product D,Female,Location 23,Region 4,20250.0
738,id_738,Product A,Male,Location 40,Region 6,22250.0
739,id_739,Product A,Female,Location 26,Region 3,22250.0
740,id_740,Product C,NotSpecified,Location 34,Region 1,15600.0
741,id_741,Product D,Male,Location 144,Region 1,20250.0
742,id_742,Product D,Male,Location 86,Region 6,20250.0
743,id_743,Product C,NotSpecified,Location 145,Region 4,15600.0
744,id_744,Product D,Male,Location 26,Region 3,20250.0
745,id_745,Product B,Male,Location 22,Region 6,16600.0
746,id_746,Product C,Female,Location 315,Region 6,15600.0
747,id_747,Product A,Female,Location 45,Region 3,22250.0
748,id_748,Product A,Female,Location 19,Region 2,20750.0
749,id_749,Product D,Male,Location 128,Region 1,20250.0
750,id_750,Product B,Male,Location 91,Region 6,16600.0
751,id_751,Product D,Male,Location 61,Region 2,20250.0
752,id_752,Product C,NotSpecified,Location 336,Region 6,15600.0
753,id_753,Product C,NotSpecified,Location 34,Region 1,15600.0
754,id_754,Product A,Female,Location 87,Region 6,22250.0
755,id_755,Product A,Female,Location 30,Region 2,22250.0
756,id_756,Product B,Male,Location 37,Region 4,16600.0
757,id_757,Product B,Female,Location 32,Region 6,16600.0
758,id_758,Product A,Male,Location 111,Region 6,22250.0
759,id_759,Product B,Male,Location 13,Region 6,16600.0
760,id_760,Product B,Male,Location 23,Region 4,16600.0
761,id_761,Product B,Male,Location 28,Region 7,16600.0
762,id_762,Product A,Male,Location 87,Region 6,19250.0
763,id_763,Product B,Male,Location 84,Region 3,16600.0
764,id_764,Product A,Female,Location 38,Region 3,22250.0
765,id_765,Product A,Female,Location 142,Region 6,22250.0
766,id_766,Product D,Female,Location 566,Region 1,20250.0
767,id_767,Product B,Male,Location 30,Region 2,16600.0
768,id_768,Product A,Male,Location 91,Region 6,22250.0
769,id_769,Product D,Male,Location 353,Region 6,20250.0
770,id_770,Product A,Male,Location 142,Region 6,22250.0
771,id_771,Product B,Male,Location 62,Region 3,
772,id_772,Product B,Male,Location 87,Region 6,16600.0
773,id_773,Product A,Female,Location 48,Region 6,22250.0
774,id_774,Product A,Male,Location 87,Region 6,22250.0
775,id_775,Product B,Male,Location 145,Region 4,16600.0
776,id_776,Product D,Female,Location 296,Region 6,20250.0
777,id_777,Product B,Male,Location 13,Region 6,16600.0
778,id_778,Product C,NotSpecified,Location 569,Region 6,15600.0
779,id_779,Product B,Male,Location 19,Region 2,16600.0
780,id_780,Product B,Male,Location 3,Region 3,16600.0
781,id_781,Product A,Male,Location 44,Region 1,20750.0
782,id_782,Product D,Female,Location 3,Region 3,20250.0
783,id_783,Product C,Male,Location 34,Region 1,15600.0
784,id_784,Product A,Male,Location 22,Region 6,22250.0
785,id_785,Product B,Male,Location 13,Region 6,16600.0
786,id_786,Product C,Female,Location 573,Region 3,15600.0
787,id_787,Product B,Female,Location 30,Region 2,16600.0
788,id_788,Product D,Male,Location 233,Region 1,20250.0
789,id_789,Product B,Male,Location 574,Region 3,16600.0
790,id_790,Product B,Female,Location 30,Region 2,16600.0
791,id_791,Product C,NotSpecified,Location 59,Region 6,15600.0
792,id_792,Product C,NotSpecified,Location 579,Region 1,15600.0
793,id_793,Product A,Male,Location 39,Region 6,22250.0
794,id_794,Product D,Female,Location 267,Region 1,20250.0
795,id_795,Product B,Female,Location 25,Region 3,16600.0
796,id_796,Product C,Male,Location 188,Region 6,15600.0
797,id_797,Product B,Female,Location 49,Region 6,16600.0
798,id_798,Product B,Female,Location 30,Region 2,16600.0
799,id_799,Product D,Male,Location 120,Region 6,20250.0
800,id_800,Product B,Female,Location 222,Region 6,16600.0
801,id_801,Product A,Female,Location 84,Region 3,19250.0
802,id_802,Product D,Male,Location 140,Region 6,20250.0
803,id_803,Product A,Female,Location 142,Region 6,22250.0
804,id_804,Product B,Female,Location 113,Region 3,16600.0
805,id_805,Product D,Male,Location 53,Region 6,20250.0
806,id_806,Product A,Female,Location 89,Region 6,22250.0
807,id_807,Product B,Male,Location 53,Region 6,16600.0
808,id_808,Product D,Male,Location 158,Region 3,16600.0
809,id_809,Product B,Female,Location 23,Region 4,16600.0
810,id_810,Product C,NotSpecified,Location 461,Region 1,15600.0
811,id_811,Product B,Male,Location 62,Region 3,16600.0
812,id_812,Product B,Male,Location 587,Region 12,16600.0
813,id_813,Product D,Male,Location 579,Region 1,20250.0
814,id_814,Product D,Male,Location 589,Region 17,20250.0
815,id_815,Product B,Female,Location 25,Region 3,16600.0
816,id_816,Product C,Male,Location 591,Region 2,15600.0
817,id_817,Product C,Female,Location 129,Region 13,13775.0
818,id_818,Product C,Male,Location 233,Region 1,15600.0
819,id_819,Product D,Male,Location 210,Region 4,20250.0
820,id_820,Product B,Male,Location 135,Region 1,16600.0
821,id_821,Product D,Male,Location 146,Region 6,
822,id_822,Product A,Female,Location 47,Region 7,22250.0
823,id_823,Product B,Male,Location 58,Region 6,16600.0
824,id_824,Product D,Male,Location 144,Region 1,20250.0
825,id_825,Product C,Male,Location 191,Region 6,15600.0
826,id_826,Product C,Female,Location 597,Region 6,15600.0
827,id_827,Product A,Male,Location 58,Region 6,22250.0
828,id_828,Product A,Male,Location 25,Region 3,22250.0
829,id_829,Product B,Female,Location 30,Region 2,16600.0
830,id_830,Product B,Male,Location 3,Region 3,16600.0
831,id_831,Product D,Male,Location 71,Region 3,20250.0
832,id_832,Product D,Male,Location 34,Region 1,20250.0
833,id_833,Product B,Female,Location 47,Region 7,16600.0
834,id_834,Product B,Male,Location 19,Region 2,16600.0
835,id_835,Product A,Male,Location 89,Region 6,22250.0
836,id_836,Product C,Female,Location 431,Region 6,15600.0
837,id_837,Product A,Male,Location 94,Region 6,22250.0
838,id_838,Product B,Male,Location 73,Region 4,16600.0
839,id_839,Product C,NotSpecified,Location 600,Region 6,15600.0
840,id_840,Product D,Male,Location 266,Region 6,20250.0
841,id_841,Product D,Male,Location 418,Region 2,
842,id_842,Product B,Female,Location 6,Region 1,16600.0
843,id_843,Product D,NotSpecified,Location 11,Region 3,20250.0
844,id_844,Product D,Female,Location 602,Region 9,20250.0
845,id_845,Product D,Male,Location 34,Region 1,20250.0
846,id_846,Product B,Male,Location 48,Region 6,16600.0
847,id_847,Product A,Female,Location 91,Region 6,19250.0
848,id_848,Product C,Male,Location 27,Region 2,15600.0
849,id_849,Product C,NotSpecified,Location 34,Region 1,15600.0
850,id_850,Product C,NotSpecified,Location 350,Region 6,15600.0
851,id_851,Product B,Male,Location 94,Region 6,16600.0
852,id_852,Product D,Male,Location 386,Region 6,20250.0
853,id_853,Product A,Female,Location 87,Region 6,22250.0
854,id_854,Product D,Male,Location 547,Region 2,20250.0
855,id_855,Product C,Female,Location 253,Region 6,15600.0
856,id_856,Product C,NotSpecified,Location 59,Region 6,15600.0
857,id_857,Product A,Female,Location 111,Region 6,22250.0
858,id_858,Product C,Female,Location 286,Region 2,15600.0
859,id_859,Product B,Female,Location 13,Region 6,16600.0
860,id_860,Product B,Male,Location 315,Region 6,16600.0
861,id_861,Product A,Male,Location 48,Region 6,22250.0
862,id_862,Product A,Male,Location 4,Region 4,22250.0
863,id_863,Product B,Male,Location 49,Region 6,16600.0
864,id_864,Product A,Female,Location 78,Region 4,22250.0
865,id_865,Product B,Male,Location 26,Region 3,16600.0
866,id_866,Product B,Male,Location 30,Region 2,16600.0
867,id_867,Product D,Male,Location 227,Region 1,20250.0
868,id_868,Product B,Male,Location 19,Region 2,16600.0
869,id_869,Product A,Male,Location 4,Region 4,22250.0
870,id_870,Product B,Female,Location 94,Region 6,16600.0
871,id_871,Product A,Male,Location 84,Region 3,22250.0
872,id_872,Product C,NotSpecified,Location 151,Region 2,15600.0
873,id_873,Product B,Female,Location 19,Region 2,16600.0
874,id_874,Product B,Female,Location 161,Region 3,16600.0
875,id_875,Product B,Male,Location 69,Region 6,16600.0
876,id_876,Product C,Male,Location 450,Region 8,15600.0
877,id_877,Product D,Male,Location 19,Region 2,20250.0
878,id_878,Product A,Male,Location 61,Region 2,22250.0
879,id_879,Product C,Female,Location 151,Region 2,15600.0
880,id_880,Product B,Female,Location 11,Region 3,16600.0
881,id_881,Product A,Male,Location 22,Region 6,
882,id_882,Product B,Female,Location 12,Region 6,16600.0
883,id_883,Product C,Male,Location 104,Region 7,15600.0
884,id_884,Product C,Female,Location 612,Region 5,15600.0
885,id_885,Product B,Female,Location 2,Region 2,16600.0
886,id_886,Product B,Female,Location 46,Region 2,16600.0
887,id_887,Product D,Male,Location 350,Region 6,20250.0
888,id_888,Product C,NotSpecified,Location 336,Region 6,15600.0
889,id_889,Product D,Male,Location 218,Region 2,20250.0
890,id_890,Product B,Female,Location 10,Region 2,16600.0
891,id_891,Product B,Female,Location 113,Region 3,16600.0
892,id_892,Product B,Male,Location 61,Region 2,16600.0
893,id_893,Product A,Female,Location 25,Region 3,22250.0
894,id_894,Product D,Male,Location 144,Region 1,20250.0
895,id_895,Product A,Female,Location 8,Region 2,22250.0
896,id_896,Product B,Male,Location 8,Region 2,16600.0
897,id_897,Product A,Male,Location 17,Region 3,22250.0
898,id_898,Product B,Female,Location 25,Region 3,16600.0
899,id_899,Product A,Male,Location 91,Region 6,22250.0
900,id_900,Product D,Male,Location 586,Region 10,20250.0
901,id_901,Product A,Male,Location 95,Region 6,22250.0
902,id_902,Product A,Female,Location 10,Region 2,22250.0
903,id_903,Product A,Male,Location 30,Region 2,22250.0
904,id_904,Product D,Male,Location 239,Region 6,20250.0
905,id_905,Product A,Male,Location 25,Region 3,19250.0
906,id_906,Product B,Female,Location 111,Region 6,16600.0
907,id_907,Product B,Male,Location 30,Region 2,16600.0
908,id_908,Product A,Male,Location 46,Region 2,22250.0
909,id_909,Product C,NotSpecified,Location 127,Region 2,15600.0
910,id_910,Product A,Male,Location 22,Region 6,22250.0
911,id_911,Product D,Female,Location 41,Region 1,
912,id_912,Product C,NotSpecified,Location 357,Region 1,15600.0
913,id_913,Product E,Male,Location 89,Region 6,54625.0
914,id_914,Product D,Male,Location 132,Region 5,20250.0
915,id_915,Product C,NotSpecified,Location 627,Region 1,15600.0
916,id_916,Product A,Female,Location 17,Region 3,20250.0
917,id_917,Product A,Male,Location 8,Region 2,22250.0
918,id_918,Product B,Female,Location 62,Region 3,16600.0
919,id_919,Product D,Male,Location 631,Region 15,20250.0
920,id_920,Product A,Female,Location 44,Region 1,22250.0
921,id_921,Product C,NotSpecified,Location 632,Region 8,15600.0
922,id_922,Product D,Female,Location 6,Region 1,20250.0
923,id_923,Product B,Male,Location 9,Region 6,16600.0
924,id_924,Product D,Female,Location 350,Region 6,20250.0
925,id_925,Product B,Male,Location 11,Region 3,16600.0
926,id_926,Product C,NotSpecified,Location 259,Region 5,15600.0
927,id_927,Product D,Female,Location 634,Region 2,20250.0
928,id_928,Product A,Male,Location 45,Region 3,22250.0
929,id_929,Product B,Male,Location 46,Region 2,16600.0
930,id_930,Product B,Female,Location 88,Region 7,16600.0
931,id_931,Product B,Female,Location 4,Region 4,16600.0
932,id_932,Product D,Male,Location 214,Region 15,20250.0
933,id_933,Product B,Male,Location 13,Region 6,16600.0
934,id_934,Product D,Male,Location 377,Region 6,20250.0
935,id_935,Product A,Male,Location 1,Region 1,22250.0
936,id_936,Product B,Male,Location 45,Region 3,16600.0
937,id_937,Product A,Male,Location 38,Region 3,22250.0
938,id_938,Product C,Male,Location 637,Region 1,15600.0
939,id_939,Product B,Male,Location 21,Region 7,16600.0
940,id_940,Product A,Male,Location 88,Region 7,19250.0
941,id_941,Product B,Male,Location 302,Region 6,16600.0
942,id_942,Product D,Male,Location 602,Region 9,20250.0
943,id_943,Product D,Male,Location 364,Region 5,20250.0
944,id_944,Product B,Male,Location 25,Region 3,16600.0
945,id_945,Product B,Male,Location 91,Region 6,16600.0
946,id_946,Product B,Male,Location 62,Region 3,16600.0
947,id_947,Product B,Female,Location 25,Region 3,16600.0
948,id_948,Product B,Female,Location 405,Region 1,16600.0
949,id_949,Product B,Female,Location 26,Region 3,16600.0
950,id_950,Product A,Female,Location 6,Region 1,22250.0
951,id_951,Product B,Male,Location 19,Region 2,16600.0
952,id_952,Product B,Female,Location 11,Region 3,16600.0
953,id_953,Product A,Male,Location 6,Region 1,22250.0
954,id_954,Product E,Male,Location 6,Region 1,54625.0
955,id_955,Product B,Male,Location 8,Region 2,16600.0
956,id_956,Product C,NotSpecified,Location 34,Region 1,15600.0
957,id_957,Product A,Female,Location 22,Region 6,22250.0
958,id_958,Product C,NotSpecified,Location 74,Region 6,15600.0
959,id_959,Product B,Male,Location 25,Region 3,16600.0
960,id_960,Product B,Female,Location 11,Region 3,16600.0
961,id_961,Product D,Male,Location 641,Region 1,
962,id_962,Product B,Male,Location 61,Region 2,16600.0
963,id_963,Product A,Male,Location 2,Region 2,20250.0
964,id_964,Product B,Male,Location 642,Region 3,16600.0
965,id_965,Product B,Male,Location 63,Region 6,16600.0
966,id_966,Product A,Female,Location 94,Region 6,22250.0
967,id_967,Product B,Male,Location 84,Region 3,16600.0
968,id_968,Product B,Male,Location 75,Region 3,16600.0
969,id_969,Product D,Male,Location 644,Region 6,20250.0
970,id_970,Product D,Male,Location 377,Region 6,20250.0
971,id_971,Product C,NotSpecified,Location 266,Region 6,15600.0
972,id_972,Product C,NotSpecified,Location 262,Region 2,15600.0
973,id_973,Product A,Male,Location 61,Region 2,22250.0
974,id_974,Product A,Female,Location 22,Region 6,22250.0
975,id_975,Product B,Male,Location 13,Region 6,16600.0
976,id_976,Product C,NotSpecified,Location 647,Region 6,15600.0
977,id_977,Product D,Male,Location 299,Region 2,20250.0
978,id_978,Product C,NotSpecified,Location 240,Region 6,15600.0
979,id_979,Product E,Male,Location 22,Region 6,54625.0
980,id_980,Product D,Male,Location 648,Region 6,20250.0
981,id_981,Product B,Male,Location 63,Region 6,16600.0
982,id_982,Product D,Male,Location 576,Region 6,20250.0
983,id_983,Product B,Female,Location 113,Region 3,
984,id_984,Product D,Male,Location 350,Region 6,20250.0
985,id_985,Product B,Male,Location 11,Region 3,16600.0
986,id_986,Product B,Female,Location 94,Region 6,16600.0
987,id_987,Product B,Female,Location 26,Region 3,16600.0
988,id_988,Product B,Female,Location 23,Region 4,16600.0
989,id_989,Product D,Male,Location 17,Region 3,20250.0
