Name,Description,URL,Image,Provider,Date Published,Category
Empowering business with better analytics with Oracle Autonomous <b>Data</b> Warehouse Cloud,"The biggest challenge in <b>data</b> management today is the manual labor necessary to create, provision, and maintain a database environment and deliver it to the end user. But managing <b>data</b> is crucial to business success. What&#39;s needed are systems that can ...",https://www.networkworld.com/resources/181660/cloud-computing/empowering-business-with-better-analytics-with-ora,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.225FBEBCC38B0F3BCE8410BC1EE53AFF&pid=News', 'width': 280, 'height': 280}}","[{'_type': 'Organization', 'name': 'Network World', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112708579867a01aa7f877a5360ffd3d908e1dcd&pid=News'}}}]",2018-11-28T18:21:00.0000000Z,ScienceAndTechnology
National <b>data</b> resource proves valuable in protecting nation&#39;s health,"Boston, MA - A new Perspective in the New England Journal of Medicine discusses the evolution of the U.S. Food and Drug Administration&#39;s (FDA) Sentinel Initiative since its launch in 2008. Coauthored by the scientists at the lead organization, the Harvard ...",https://www.eurekalert.org/pub_releases/2018-11/hphc-ndr112618.php,,"[{'_type': 'Organization', 'name': 'EurekAlert!', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112701497b5ce5d52b188d6e85f350295867debb&pid=News'}}}]",2018-11-28T22:04:00.0000000Z,Health
Indicted Russian firm wants &#39;sensitive&#39; U.S. <b>data</b> aired,"Nov. 27 (UPI) --A Russian business implicated in special counsel Robert Mueller&#39;s probe of alleged interference in the 2016 election wants to share &quot;sensitive&quot; U.S. government <b>data</b> in its court case. The company, Concord Management and Consulting, which is ...",https://www.upi.com/Top_News/US/2018/11/27/Indicted-Russian-firm-wants-sensitive-US-data-aired/4221543345473/,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.75FE929550826DCFE6754760608D63E7&pid=News', 'width': 700, 'height': 466}}","[{'_type': 'Organization', 'name': 'Upi.com', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270923729a377a4e0e603b229e4bf56f3a5ad9&pid=News'}}}]",2018-11-27T20:12:00.0000000Z,
Accenture Unveils Real-Life Performance Results for Oracle Autonomous <b>Data</b> Warehouse,"The Accenture Oracle <b>data</b> team has more than 20,000 professionals, who aid in delivering 50 billion transactions a day across more than three exabytes of <b>data</b> for clients globally. Accenture Oracle <b>data</b> specialists recently put the Oracle Autonomous <b>Data</b> ...",https://www.computerworld.com/resources/181647/cloud-computing/accenture-unveils-real-life-performance-results-fo,,"[{'_type': 'Organization', 'name': 'Computerworld'}]",2018-11-28T18:07:00.0000000Z,ScienceAndTechnology
<b>Data</b> Center REITs: Tech Trouble,"<b>Data</b> center REITs, the best performing real estate sector in the prior two years, have plunged back down to earth in 2018 amid the broader tech selloff. The boom in <b>data</b> center demand, particularly from the hyperscale providers like Amazon and Microsoft ...",https://seekingalpha.com/article/4217482-data-center-reits-tech-trouble,,"[{'_type': 'Organization', 'name': 'Seeking Alpha', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112701434f758a4bfcb0ea243656cb4316ef4533&pid=News'}}}]",2018-11-02T07:01:00.0000000Z,
From Storage to <b>Data</b> Virtualization,"Do you remember Primary <b>Data</b>? Well, I loved the idea and the team but it didn’t go very well for them. It’s likely there are several reasons why it didn’t. In my opinion, it boiled down to the fact that very few people like storage virtualization.",https://gigaom.com/2018/11/12/from-storage-to-data-virtualization/,,"[{'_type': 'Organization', 'name': 'Gigaom', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR1127110620b45128730bda97f037ca8c679df94a&pid=News'}}}]",2018-11-12T19:01:00.0000000Z,
Bridging the Gap between <b>Data</b> Scientists and IT,The Golden Gate Bridge was built to connect San Francisco and Marin County using a suspension bridge over a mile long. It was built during the Great Depression and took over 4 years to construct with over 1.2 million rivets. When I talk to <b>data</b> ...,https://blogs.cisco.com/datacenter/bridging-the-gap-between-data-scientists-and-it,,"[{'_type': 'Organization', 'name': 'blogs.cisco.com', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112705200ada0be388cd85248cdb999806869e9b&pid=News'}}}]",2018-11-12T23:19:00.0000000Z,
Converged <b>data</b> center migration practices to avoid <b>data</b> loss,"environments. This can be done as part of any hardware refresh cycle, but the switch still requires planning, and admins need to map out how to migrate workflows so no important <b>data</b> is lost in the process. Heterogeneous <b>data</b> centers contain hardware from ...",https://searchdatacenter.techtarget.com/tip/Converged-data-center-migration-practices-to-avoid-data-loss,,"[{'_type': 'Organization', 'name': 'searchdatacenter.techtarget.com'}]",2018-10-29T13:25:00.0000000Z,
ClearSky <b>Data</b> Raises Another $20M Amid Cloud Arms Race,"[Updated 11/13/18, 12:05 pm, with executive comments throughout.] The <b>data</b> storage wars rage on. Boston-based primary <b>data</b> storage and backup provider ClearSky <b>Data</b> has raised $20 million in new funding to bring more customers aboard its “on-demand ...",https://xconomy.com/boston/2018/11/13/clearsky-data-raises-another-20m-amid-cloud-arms-race/,,"[{'_type': 'Organization', 'name': 'Xconomy', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11262334b0395041bd0ea1992f2fc46fa2896914&pid=News'}}}]",2018-11-13T12:12:00.0000000Z,
"Border agents routinely used tear gas during Obama administration, DHS <b>data</b> shows","Federal agents used tear gas on the U.S.-Mexico border dozens of times during the Obama administration, <b>data</b> from the Department of Homeland Security shows, despite growing outrage at the Trump administration from Democrats for using the substance against ...",https://www.foxnews.com/politics/border-agents-routinely-used-tear-gas-during-obama-administration-dhs-data-shows,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.855D3E7C7EAEDFE3BC71575B0B3C2B47&pid=News', 'width': 700, 'height': 393}}","[{'_type': 'Organization', 'name': 'Fox News', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR1127030899d1febfbc0f579a6c3bb3559bbe7ace&pid=News'}}}]",2018-11-27T16:38:00.0000000Z,Politics
"AWS Debuts Lustre as a Service, Accelerates <b>Data</b> Transfer","From the Amazon Re:Invent main stage in Seattle today, Amazon Web Services CEO Andy Jassy introduced Amazon FSx for Lustre, citing a growing body of applications that require the high-performance and low latencies of scale-out, parallel file systems.",https://www.hpcwire.com/2018/11/28/aws-debuts-lustre-as-a-service-accelerates-data-transfer/,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.D4ACDA15CB0AFF2C56DF5680EC66B16F&pid=News', 'width': 405, 'height': 228}}","[{'_type': 'Organization', 'name': 'HPCwire'}]",2018-11-29T06:24:00.0000000Z,ScienceAndTechnology
"Uber fined nearly $1.2 million by Dutch, UK over <b>data</b> breach",The ride-hailing service Uber has been fined the equivalent of nearly $1.2 million by British and Dutch authorities for failing to protect customers&#39; <b>data</b> during a cyberattack in 2016. Britain&#39;s ...,https://abcnews.go.com/Technology/wireStory/uber-fined-12-million-dutch-uk-data-breach-59439170,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.2C9D8996C73DC04EEAFE74905966610D&pid=News', 'width': 700, 'height': 292}}","[{'_type': 'Organization', 'name': 'ABC News', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR11270116f8b32789f686c3f36f3ef26bff413db4&pid=News'}}}]",2018-11-27T11:26:00.0000000Z,
thredUP&#39;s <b>Data</b> Says Victoria’s Secret Is the Most “Regrettable” Holiday Gift,"This holiday season, as you shop for gifts for friends and add more and more to your own wish list, did you ever stop to wonder what the least popular gifts are? You know the ones: the regrets, the last-minute purchases you know aren’t exactly what you ...",https://www.yahoo.com/lifestyle/thredup-apos-data-says-victoria-185854976.html,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.C91CD3B3BBF827E61B69B82837C22A07&pid=News', 'width': 700, 'height': 700}}","[{'_type': 'Organization', 'name': 'YAHOO!', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR1127122150cd1a9a183758039b0841aa738c3f0b&pid=News'}}}]",2018-11-28T17:04:00.0000000Z,
"What Exactly is <b>Data</b> Intelligence, and How Can Enterprises Use It?","eWEEK <b>DATA</b> POINTS: Enterprises have a wealth of <b>data</b> at their fingertips, but seldom is it properly or correctly used to bring the company to the next level. By taking steps to improve <b>data</b> quality, collaboration and intelligence across the organization ...",http://www.eweek.com/innovation/what-exactly-is-data-intelligence-and-how-can-enterprises-use-it,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.50591949CE4FCB88CA60435A5E87F8CF&pid=News', 'width': 700, 'height': 466}}","[{'_type': 'Organization', 'name': 'eWeek', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270940573b27a33ca2873969ce1850fca4946a&pid=News'}}}]",2018-11-26T19:27:00.0000000Z,ScienceAndTechnology
An Inflection Point for the <b>Data</b>-Driven Enterprise,"All roads today lead to the <b>data</b>-driven enterprise—one that is agile, innovative, and customer-centric enough to survive and thrive in an increasingly complex and competitive environment.",https://hbr.org/sponsored/2018/11/an-inflection-point-for-the-data-driven-enterprise,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.912C50D95FAA85E3F1423EB4B5F1210A&pid=News', 'width': 383, 'height': 215}}","[{'_type': 'Organization', 'name': 'Harvard Business Review', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270856bcc1b570b36367ef5662b766dbdc0258&pid=News'}}}]",2018-11-29T06:25:00.0000000Z,ScienceAndTechnology
FTC says it doesn’t have enough resources to enforce against <b>data</b> abuse,"When a massive tech company fails to protect your <b>data</b>, there&#39;s a good chance the Federal Trade Commission is investigating. But as breaches happen more frequently and more companies collect <b>data</b> en masse, the FTC is having a hard time keeping up.",https://www.cnet.com/news/ftc-says-it-doesnt-have-enough-resources-to-enforce-against-data-abuse/,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.52EB216CC1CF60841A24C7B296613796&pid=News', 'width': 700, 'height': 393}}","[{'_type': 'Organization', 'name': 'CNET', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270401bd2de9294acf5a020a910047b549043d&pid=News'}}}]",2018-11-27T21:17:00.0000000Z,ScienceAndTechnology
Red Hat acquires hybrid cloud <b>data</b> management service NooBaa,"Red Hat is in the process of being acquired by IBM for a massive $34 billion, but that deal hasn’t closed yet and, in the meantime, Red Hat is still running independently and making its own ...",https://techcrunch.com/2018/11/27/red-hat-acquires-hybrid-cloud-data-management-service-noobaa/,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.56574ED50C661CA109F2F67987B126C7&pid=News', 'width': 533, 'height': 399}}","[{'_type': 'Organization', 'name': 'TechCrunch', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR112704353387be370c2448216e2ac4e9ebbda6c4&pid=News'}}}]",2018-11-27T16:11:00.0000000Z,ScienceAndTechnology
Dunkin&#39; Donuts warns customers of <b>data</b> breach,Dunkin&#39; Donuts has issued a warning to its &#39;DD Perks&#39; customers after they say a third-party might have gained access to their account information. &quot;Although Dunkin&#39; did not experience a <b>data</b> ...,https://6abc.com/technology/dunkin-warns-customers-of-data-breach/4785174/,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.3FAAA823384254A7DA264055CDF77560&pid=News', 'width': 700, 'height': 393}}","[{'_type': 'Organization', 'name': '6abc Action News', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112707384e636c20d16a4c790a310b461ffc22ab&pid=News'}}}]",2018-11-29T03:28:00.0000000Z,
Mueller court documents suggest Trump campaign advisor was tipped off about Wikileaks <b>data</b> dump,"Robert Mueller&#39;s office is aware of emails sent to Trump confidant Roger Stone tipping him off about &quot;very damaging&quot; <b>data</b> dumps Wikileaks released during the 2016 presidential election, a draft court document has revealed. The emails, detailed within in ...",https://www.independent.co.uk/news/world/americas/us-politics/robert-mueller-investigation-trump-emails-wikileaks-roger-stone-jerome-corsi-hillary-clinton-data-a8656191.html,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.8D1C1990BD82FB5C5FA4C40FAACD4D6B&pid=News', 'width': 700, 'height': 525}}","[{'_type': 'Organization', 'name': 'The Independent', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR1127030822dab561aca0658aae218f9b64f515df&pid=News'}}}]",2018-11-28T14:30:00.0000000Z,World
"CMS drops value-based purchasing <b>data</b>, showing 27% of nursing homes got ‘bonus’ pay","The federal government dropped new <b>data</b> into the Nursing Home Compare consumer-focused website on Wednesday, giving facilities their first real chance to see how they measure up against their peers across the country. The <b>data</b> also revealed that, despite a ...",https://www.mcknights.com/news/cms-drops-value-based-purchasing-data-showing-27-of-nursing-homes-got-bonus-pay/,,"[{'_type': 'Organization', 'name': 'McKnight&#39;s Long-Term Care News', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270805d7f5cd96ad7117cb376420e51742dbf5&pid=News'}}}]",2018-11-29T05:56:00.0000000Z,
Seized documents reveal that Facebook knew about Russian <b>data</b> harvesting as early as 2014,"Facebook was apparently aware of Russian-linked <b>data</b> harvesting as early as 2014, according to an email from a Facebook engineer. The email was contained in internal documents that were seized by the UK Parliament and revealed at a hearing today by MP ...",https://www.theverge.com/2018/11/27/18114228/facebook-russian-data-harvesting-documents-2014-uk-parliment-six4three,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.42ADBD4816E80C475236D0F1A4D043C8&pid=News', 'width': 700, 'height': 466}}","[{'_type': 'Organization', 'name': 'The Verge'}]",2018-11-27T14:16:00.0000000Z,ScienceAndTechnology
Uber’s Mountain of <b>Data</b> Breach Fines Just Got $1.2 Million Higher,"On Tuesday, top <b>data</b> protection cops from the UK and the Netherlands slapped Uber with some new penalties for its failure to notify users of a massive <b>data</b> breach in 2016. A deal coordinated ...",https://gizmodo.com/uber-s-mountain-of-data-breach-fines-just-got-1-2-mill-1830679083,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.DE99994AA93BB190EFD3AB5E6B608C1E&pid=News', 'width': 700, 'height': 393}}","[{'_type': 'Organization', 'name': 'Gizmodo', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR11270308066856f95ebba2e63854a0b324c0e8a9&pid=News'}}}]",2018-11-27T15:00:00.0000000Z,ScienceAndTechnology
"Uber fined £385,000 for <b>data</b> breach affecting millions of passengers","Passengers’ names, phone numbers and email addresses were hacked during the attack. Photograph: Aleksey Boldin/Alamy Uber’s European operation has been fined £385,000 for a <b>data</b> breach that affected almost 3 million British users, the Information ...",https://www.theguardian.com/technology/2018/nov/27/uber-fined-385000-for-data-breach-affecting-millions-of-passengers-hacked,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.83647865C0460DBD065FD86E19B6016F&pid=News', 'width': 700, 'height': 367}}","[{'_type': 'Organization', 'name': 'The Guardian', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR1127043514b492cf6727dd1ab3a6efc7556b91bc&pid=News'}}}]",2018-11-27T11:03:00.0000000Z,ScienceAndTechnology
Mobile <b>Data</b> Protection market report just published,"Mobile <b>Data</b> Protection Market report contains all study material about overview, growth, demand and forecast research report in all over the world. This report offers some penetrating overview and solution in the complex world Mobile <b>Data</b> Protection Market ...",https://www.whatech.com/market-research/it/533733-mobile-data-protection-market-report-just-published,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.C74A91ED411B96616F13B90C674C4BBA&pid=News', 'width': 490, 'height': 280}}","[{'_type': 'Organization', 'name': 'WhaTech', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112707393f43c5fa296867234add1f44edb9a13e&pid=News'}}}]",2018-11-29T04:54:00.0000000Z,ScienceAndTechnology
<b>Data</b> Center Security market illuminated by new report,The pursuit of practices known to make <b>data</b> centers highly secure from attacks and threats is termed as <b>data</b> center security. <b>Data</b> center is considered to be a key resource for enterprises and thus needs dedicated security initiatives. Emergence of <b>data</b> ...,https://www.whatech.com/market-research/it/534441-data-center-security-market-illuminated-by-new-report,,"[{'_type': 'Organization', 'name': 'WhaTech', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112707393f43c5fa296867234add1f44edb9a13e&pid=News'}}}]",2018-11-29T05:57:00.0000000Z,ScienceAndTechnology
"‘It’s sexy, mysterious, and valuable’: Ad agencies are offering <b>data</b> science courses to brands","<b>Data</b> science is hot, but confusing, and agencies are seeing an opportunity there. As more brands realize the need to build <b>data</b> science capabilities, they’re still confused about how to ...",https://digiday.com/marketing/ad-agencies-offering-data-science-courses-brands/,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.F3E5907509738DF263BB6BFC126AFCF9&pid=News', 'width': 138, 'height': 180}}","[{'_type': 'Organization', 'name': 'Digiday', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR1127111340da7c1fa73e1b9e0e02b13b0c5f3b63&pid=News'}}}]",2018-11-29T04:01:00.0000000Z,ScienceAndTechnology
Helena Public Works releases <b>data</b> on street conditions,"A one-block section of North Howie Street, between Lawrence and Clarke Streets in the heart of Helena, features uneven, cracked pavement. Now, new <b>data</b> confirms it’s one of the streets most in need of repairs around the city. Helena public works leaders ...",https://kxlh.com/news/helena-valley-news/2018/11/28/helena-public-works-releases-data-on-street-conditions/,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.92B48D5BA7F3E7D0EC290AD129B65C75&pid=News', 'width': 700, 'height': 375}}","[{'_type': 'Organization', 'name': 'KXLH', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270114ef1b2268c53ef38855040f9d5e829875&pid=News'}}}]",2018-11-29T05:05:00.0000000Z,Politics
"<b>Data</b> centers are set to grow and become more complex, survey finds","Companies will invest more in building and renovating <b>data</b> centers and will look to alternative energy sources to power them, a new AFCOM survey finds. Companies will invest more in <b>data</b> centers in the coming years, but it won’t necessarily be around ...",https://www.networkworld.com/article/3324598/data-center/data-centers-are-set-to-grow-and-become-more-complex-survey-finds.html,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.5C2E80AA4FA175FDDDC67E945DF37BA4&pid=News', 'width': 700, 'height': 394}}","[{'_type': 'Organization', 'name': 'Network World', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112708579867a01aa7f877a5360ffd3d908e1dcd&pid=News'}}}]",2018-11-27T15:55:00.0000000Z,
"Facebook, with Zuckerberg MIA, faces global lashing for inability to protect <b>data</b>, stop fake news","Facebook on Tuesday faced a fresh dressing-down from regulators representing Canada, France, Britain and six other countries for the social networking giant&#39;s inability to stop the spread of misinformation online and protect its users&#39; personal <b>data</b>.",https://www.chicagotribune.com/business/ct-biz-facebook-privacy-misinformation-20181127-story.html,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.288906395E9D16F63623FD504B177C68&pid=News', 'width': 700, 'height': 393}}","[{'_type': 'Organization', 'name': 'Chicago Tribune', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR112703088389e4ac0552cd50a9f07f86e23462e7&pid=News'}}}]",2018-11-27T15:17:00.0000000Z,ScienceAndTechnology
Make your company’s <b>data</b> work harder for you,Rethinking how your company’s activities generate <b>data</b> and focusing on its application to business processes might release hidden sources of value. Enterprises across a range of sectors are forging ahead of their competitors through creative <b>data</b> ...,https://www.cio.com/article/3324037/data-mining/make-your-companys-data-work-harder-for-you.html,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.3208A4A6F35F12A4F81ABBF991884B71&pid=News', 'width': 700, 'height': 467}}","[{'_type': 'Organization', 'name': 'CIO', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112701523be7401fa6180fcd938e3ebde174f274&pid=News'}}}]",2018-11-26T13:05:00.0000000Z,ScienceAndTechnology
"Global Application Lifecycle Management (ALM) Tools Market Size, Status Forecast to 2025 Breakdown <b>Data</b> by Type, Application, Technology","A newly compiled business intelligent report, titled “Global Application Lifecycle Management (ALM) Tools Market Size, Status and Forecast 2018-2025” has been publicized to the vast archive of Market Research Hub (MRH) online repository. The study ...",https://www.military-technologies.net/2018/11/29/global-application-lifecycle-management-alm-tools-market-size-status-forecast-to-2025-breakdown-data-by-type-application-technology/,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.F4AFC82A596DDA891582C61F02A444F7&pid=News', 'width': 300, 'height': 280}}","[{'_type': 'Organization', 'name': 'Military Technologies'}]",2018-11-29T06:28:00.0000000Z,ScienceAndTechnology
"Spotify Unearths More Weird, Wonderful <b>Data</b> About Your Playlists and Listening Habits","It’s getting to be that time again, a time to reflect on all the highs and lows of the past year and make resolutions for the next. But before you do that, Spotify has another round of truly enlightening ads created all thanks to you and your weird music ...",https://www.adweek.com/brand-marketing/spotify-unearths-more-weird-wonderful-data-about-your-playlists-and-listening-habits/,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.B3102110A23A79FE1F753E895F4F3B43&pid=News', 'width': 600, 'height': 315}}","[{'_type': 'Organization', 'name': 'Adweek', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.WLSIR11270116afdf2ccd6cc93e74261d26cd813caf22&pid=News'}}}]",2018-11-28T17:53:00.0000000Z,ScienceAndTechnology
Aussie drifts lower after <b>data</b> miss,"Private capital expenditure plans for the third quarter contracted 0.5%, <b>data</b> released today showed. That was below economists’ predictions of a 1.0% gain and means expenditure contracted for a second straight quarter. Expenditure has only recorded seven ...",https://www.fxstreet.com/analysis/aussie-drifts-lower-after-data-miss-201811290359,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.4979E6A9F276A8486C1AC523B78ABA56&pid=News', 'width': 700, 'height': 289}}","[{'_type': 'Organization', 'name': 'FXStreet', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112702193e2f9f9a76c31f41f0e52008e191a216&pid=News'}}}]",2018-11-29T04:00:00.0000000Z,Business
"Redaction ineptitude reveals Facebook&#39;s 2012 plan to sell Graph API access to user <b>data</b> for $250,000","Six4three sucks at redaction: its court filing in its lawsuit against Facebook (previously) was redacted by drawing black rectangles over the text, which can still be copied and pasted to read it.",https://boingboing.net/2018/11/28/redaction-ineptitude-reveals-2.html,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.DD9544B254D7A9CBC0475CFF52CF7502&pid=News', 'width': 700, 'height': 410}}","[{'_type': 'Organization', 'name': 'Boing Boing', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112703233fdb1eac3c8364ad2260f87e0b4432bb&pid=News'}}}]",2018-11-29T04:10:00.0000000Z,ScienceAndTechnology
2M Patients Impacted by <b>Data</b> Breach at North Carolina-Based Health Care Group,"A North Carolina-based health provider says more than 2 million of its patients may have had personal information compromised in a <b>data</b> breach of billing information. News outlets report Atrium, headquartered in Charlotte, said Tuesday the hacking of ...",https://www.insurancejournal.com/news/southeast/2018/11/29/510421.htm,,"[{'_type': 'Organization', 'name': 'Insurance Journal', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112709390230603c3ff0f08368b0870c673813c1&pid=News'}}}]",2018-11-29T06:21:00.0000000Z,Health
Security company claims it can access <b>data</b> from locked iPhones with 100% success rate,"Despite Apple’s best efforts, it appears that security researchers are still coming up with ways to access <b>data</b> on an otherwise locked iOS device. Most recently, a <b>data</b> recovery firm dubbed ...",https://bgr.com/2018/11/27/iphone-security-passcode-workaround-solution-drivesavers/,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.A5EAD11F1FA625D243DB63EF0969E2F0&pid=News', 'width': 700, 'height': 467}}","[{'_type': 'Organization', 'name': 'BGR', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR1127094297d5cabee01aa61aa05e91441ed2a52a&pid=News'}}}]",2018-11-28T01:10:00.0000000Z,ScienceAndTechnology
A Thousand Points of <b>Data</b>: Integration Made (Truly) Easy,"The new frontier of <b>data</b> management is not really centered on the collection or even the analyzing of <b>data</b>, but on access, consolidation, and sharing, and making that <b>data</b> (even if it’s from two seemingly disparate, unrelated <b>data</b> sources) actionable.",https://www.cio.com/article/3322515/analytics/a-thousand-points-of-data-integration-made-truly-easy.html,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.D96AD96D7E5A6D0DC84552ED620B1B3C&pid=News', 'width': 700, 'height': 467}}","[{'_type': 'Organization', 'name': 'CIO', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR112701523be7401fa6180fcd938e3ebde174f274&pid=News'}}}]",2018-11-27T18:05:00.0000000Z,ScienceAndTechnology
"Security Paper market with top Countries <b>data</b> : size, production, prospects, consumption, cost structure and forecast to 2023","Security Paper market 2018 Research report contains a qualified and in-depth examination of Security Paper Market. At first, the report provides overview of Product Specification, technology, product type and production analysis considering major factors ...",https://www.military-technologies.net/2018/11/29/security-paper-market-with-top-countries-data-size-production-prospects-consumption-cost-structure-and-forecast-to-2023/,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.B072F99210F5754CD9EB10755C60FF3E&pid=News', 'width': 480, 'height': 288}}","[{'_type': 'Organization', 'name': 'Military Technologies'}]",2018-11-29T04:32:00.0000000Z,ScienceAndTechnology
Analyze <b>data</b> distribution more accurately with time series,"Welcome back to this series on <b>data</b> distributions, as part of the larger initiative to evolve your analyses with the Bing Analytics Group. Before we move onto using distributions to understand ...",https://searchengineland.com/analyze-data-distribution-more-accurately-with-time-series-308381,"{'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.12E287DF82968CED0DA487A9AD2A03DB&pid=News', 'width': 700, 'height': 469}}","[{'_type': 'Organization', 'name': 'Search Engine Land', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270124e107931181c6a173e98bf08dcea240a5&pid=News'}}}]",2018-11-26T12:31:00.0000000Z,Business
"Oxfam Policy Adviser Discusses Opportunity For U.S. To Consolidate, Improve Foreign Assistance <b>Data</b> Dashboards","Modernizing Foreign Assistance Network: Transparency of the Future: A High-Quality, Highly Usable U.S. Foreign Aid Dashboard Aria Grabowski, policy adviser for Accountable Development Finance at Oxfam America, discusses the importance of transparency and ...",https://www.kff.org/news-summary/oxfam-policy-adviser-discusses-opportunity-for-u-s-to-consolidate-improve-foreign-assistance-data-dashboards/,,"[{'_type': 'Organization', 'name': 'Kaiser Family Foundation', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR11270632f02da99c0a522b015251565adcb3005d&pid=News'}}}]",2018-11-29T06:23:00.0000000Z,ScienceAndTechnology
Records of 2.65 Million Patients Exposed in <b>Data</b> Breach of Atrium Health,"Atrium Health was hit with a <b>data</b> breach that affected 2.65 million people, where hackers possibly gained access to their non-medical <b>data</b>—including addresses, dates of birth, and social security numbers. Atrium Health is a non-profit healthcare and ...",https://www.theepochtimes.com/records-of-2-65-million-patients-exposed-in-data-breach-of-atrium-health_2726445.html,,"[{'_type': 'Organization', 'name': 'Epoch Times', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=ON.SIR1127013609eea68a92d6bd8491414f50ed861464&pid=News'}}}]",2018-11-29T05:59:00.0000000Z,Health
